50
1675101041
45.30,135
43.45,135
45.61,135
58.23,135
44.99,135
55.15,135
46.53,135
48.38,135
38.53,135
47.46,135
42.53,135
43.45,136
37.29,136
48.07,136
40.37,136
46.53,136
46.22,136
48.38,136
36.99,136
48.38,136
35.76,136
45.92,136
39.45,136
39.45,136
30.21,136
56.08,136
38.53,136
52.69,136
36.68,136
48.38,136
43.45,136
56.38,137
41.61,137
55.46,137
38.22,137
39.14,137
32.68,137
42.53,137
23.13,137
40.07,137
32.68,137
39.76,137
28.67,137
36.99,137
30.21,137
49.30,137
44.38,137
34.52,137
47.76,137
37.91,137
42.53,138
38.53,138
44.99,138
37.91,138
44.07,138
43.45,138
52.07,138
41.91,138
41.61,138
36.68,138
40.07,138
33.60,138
43.76,138
35.76,138
45.30,138
33.91,138
48.99,138
36.99,138
48.99,138
39.14,138
47.76,139
28.67,139
53.31,139
22.21,139
42.84,139
33.60,139
56.69,139
54.84,139
40.07,139
63.16,139
42.84,139
53.61,139
68.70,139
43.45,139
46.22,139
49.30,139
42.53,139
53.31,139
38.22,139
47.46,140
41.30,140
294.39,140
550.86,140
550.86,140
476.97,140
570.57,140
570.57,140
412.93,140
40.37,140
36.06,140
37.29,140
45.30,140
43.45,140
54.84,140
35.14,140
39.14,140
26.83,140
44.99,140
32.68,140
44.07,141
33.60,141
56.38,141
32.06,141
46.22,141
35.76,141
42.53,141
34.22,141
47.46,141
23.75,141
41.91,141
32.37,141
33.60,141
28.37,141
46.53,141
40.99,141
40.07,141
37.91,141
38.53,141
44.99,141
35.45,142
43.14,142
35.76,142
39.14,142
43.14,142
43.76,142
46.22,142
39.14,142
42.22,142
44.38,142
48.69,142
46.53,142
45.30,142
34.22,142
43.45,142
45.61,142
35.45,142
52.38,142
33.60,142
51.77,143
41.30,143
43.14,143
33.91,143
50.53,143
26.52,143
39.45,143
24.98,143
44.38,143
48.99,143
42.53,143
49.92,143
43.45,143
46.22,143
41.30,143
42.22,143
43.45,143
41.30,143
38.22,143
47.76,143
64.70,144
61.00,144
49.30,144
41.30,144
53.31,144
31.44,144
34.83,144
31.75,144
30.21,144
24.06,144
11.74,144
6.20,144
13.59,144
13.28,144
12.97,144
24.67,144
7.74,144
8.35,144
7.43,144
25.29,145
16.67,145
20.98,145
13.89,145
7.74,145
13.89,145
4.35,145
12.36,145
10.82,145
18.21,145
23.44,145
3.43,145
30.21,145
12.05,145
16.67,145
3.43,145
13.89,145
16.67,145
13.59,145
24.36,145
19.13,146
12.36,146
13.28,146
32.68,146
18.51,146
13.89,146
13.59,146
51.15,146
46.84,146
21.90,146
16.67,146
14.51,146
16.05,146
14.51,146
12.36,146
9.58,146
8.04,146
4.97,146
10.20,146
34.52,146
23.44,147
25.29,147
16.05,147
14.51,147
15.74,147
20.05,147
12.97,147
38.83,147
33.60,147
47.15,147
54.54,147
46.53,147
63.16,147
45.30,147
58.23,147
55.15,147
49.30,147
42.84,147
37.29,147
41.61,148
38.53,148
42.53,148
41.61,148
53.31,148
58.23,148
46.84,148
57.31,148
44.07,148
43.14,148
48.07,148
47.46,148
46.53,148
49.30,148
43.76,148
46.84,148
35.76,148
45.92,148
43.45,148
45.61,148
64.39,149
38.53,149
49.30,149
31.44,149
44.99,149
31.75,149
46.84,149
37.60,149
44.99,149
44.07,149
36.37,149
41.61,149
43.45,149
43.14,149
42.53,149
42.53,149
38.83,149
36.68,149
42.84,149
45.61,150
40.07,150
40.07,150
47.46,150
38.22,150
44.07,150
35.76,150
38.83,150
40.68,150
46.84,150
31.44,150
44.99,150
35.76,150
46.22,150
40.99,150
54.23,150
43.45,150
53.31,150
43.14,150
51.46,150
37.60,151
52.07,151
28.06,151
53.31,151
34.83,151
47.15,151
53.92,151
55.77,151
47.15,151
43.45,151
46.53,151
46.53,151
45.30,151
39.45,151
63.77,151
48.07,151
358.74,151
46.22,151
44.07,151
43.14,151
41.91,152
40.37,152
37.60,152
33.60,152
40.07,152
33.60,152
43.14,152
34.22,152
54.84,152
36.37,152
42.53,152
33.60,152
27.44,152
33.60,152
40.99,152
23.75,152
38.53,152
30.52,152
39.14,152
32.68,153
43.76,153
33.60,153
40.07,153
35.45,153
41.91,153
43.45,153
36.37,153
42.53,153
39.14,153
37.91,153
32.68,153
38.53,153
43.14,153
45.92,153
38.53,153
41.30,153
33.60,153
39.14,153
38.22,153
32.06,154
43.45,154
34.52,154
35.45,154
51.15,154
27.13,154
47.76,154
45.30,154
51.15,154
33.29,154
43.76,154
28.67,154
42.53,154
28.67,154
49.30,154
36.06,154
49.92,154
35.76,154
52.38,154
33.60,155
50.53,155
37.91,155
33.60,155
36.99,155
32.98,155
30.52,155
33.91,155
27.13,155
41.91,155
23.44,155
38.53,155
27.13,155
48.07,155
29.29,155
29.29,155
40.68,155
43.45,155
43.76,155
38.53,155
53.00,156
45.30,156
41.30,156
39.76,156
43.14,156
35.14,156
43.14,156
44.07,156
43.45,156
41.91,156
36.06,156
40.07,156
43.14,156
45.30,156
43.76,156
41.61,156
43.45,156
34.52,156
46.84,156
30.21,156
53.31,157
38.83,157
46.22,157
33.29,157
51.15,157
41.30,157
41.61,157
40.37,157
32.68,157
48.69,157
61.31,157
60.39,157
36.06,157
44.38,157
35.45,157
43.45,157
36.68,157
55.15,157
47.76,157
48.07,158
43.45,158
53.00,158
44.38,158
58.85,158
41.91,158
48.07,158
38.83,158
53.31,158
42.22,158
53.31,158
42.84,158
49.30,158
38.53,158
46.84,158
34.83,158
39.45,158
39.45,158
45.61,158
35.76,158
59.77,159
54.84,159
64.08,159
34.22,159
65.01,159
43.45,159
48.38,159
42.84,159
41.91,159
24.06,159
25.59,159
13.89,159
12.36,159
21.90,159
35.45,159
17.59,159
19.74,159
16.97,159
12.97,159
19.13,159
10.20,160
19.13,160
17.28,160
21.59,160
13.28,160
24.67,160
14.51,160
14.82,160
45.61,160
27.44,160
16.05,160
12.66,160
13.89,160
20.36,160
23.13,160
294.69,160
11.43,160
53.00,160
16.67,160
15.43,161
15.13,161
8.35,161
4.04,161
24.98,161
17.90,161
22.21,161
1.58,161
4.04,161
33.91,161
22.52,161
9.58,161
13.89,161
13.28,161
12.36,161
8.97,161
13.89,161
13.59,161
5.58,161
5.89,161
16.67,162
16.05,162
23.75,162
10.82,162
15.13,162
11.43,162
13.28,162
42.22,162
28.98,162
41.30,162
30.83,162
37.60,162
35.76,162
50.23,162
40.99,162
56.38,162
38.53,162
34.22,162
30.52,162
43.45,163
36.06,163
41.91,163
31.14,163
39.76,163
38.83,163
46.84,163
32.37,163
40.37,163
33.60,163
41.30,163
27.75,163
33.29,163
36.37,163
47.76,163
36.68,163
36.37,163
40.37,163
42.53,163
43.45,163
53.00,164
39.45,164
38.83,164
35.45,164
36.06,164
36.68,164
38.83,164
33.91,164
36.37,164
44.07,164
40.68,164
41.30,164
36.68,164
44.99,164
34.52,164
41.91,164
41.91,164
34.22,164
30.83,164
38.22,164
28.37,165
44.07,165
23.13,165
43.45,165
32.37,165
55.15,165
23.75,165
53.31,165
23.75,165
32.98,165
43.45,165
31.75,165
42.53,165
40.68,165
37.91,165
36.68,165
36.37,165
33.60,165
49.92,165
40.68,166
43.76,166
38.83,166
41.91,166
31.14,166
54.23,166
38.22,166
33.60,166
27.75,166
35.45,166
25.90,166
33.91,166
19.74,166
38.83,166
29.91,166
40.07,166
31.75,166
51.46,166
33.60,166
29.60,166
54.23,167
